,Product,rentabilite,regions,Prix,Lien
134,                                 Immeuble de rapport                             ," 11,29 ",                             Solesmes (Nord-pas-de-calais) ,199.800,https://www.labonnepierre.com/fr/immeuble/ndf/123475-immeuble-de-rapport.html
135,                                 Immeuble composé de 4 appartements                             ," 11,28 ",                             millas (Languedoc-roussillon) ,155.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/77866-immeuble-compose-de-4-appartements.html
136,"                                 Idéal investisseurs, T4                             "," 11,28 ",                             tarbes (Midi-pyrenees) ,50.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/106263-ideal-investisseurs-t4.html
137,                                 3 Locaux commerciaux idéalement situés                             ," 11,28 ",                             Perpignan (Languedoc-roussillon) ,2.100.000,https://www.labonnepierre.com/fr/local-commercial/nord-ouest/80490-3-locaux-commerciaux-idealement-situes.html
138,                                 Immeuble traversant                             ," 11,28 ",                             beziers (Languedoc-roussillon) ,289.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/118150-immeuble-traversant.html
139,                                 IMMEUBLE MIXTE                             ," 11,25 ",                             piennes (Lorraine) ,153.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/103213-immeuble-mixte.html
140,                                 Immeuble  de rapport  situé au centre vil...                             ," 11,25 ",                             Decazeville (Midi-pyrenees) ,128.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/121685-immeuble-de-rapport-situe-au-centre-ville.html
141,"                                 Ensemble immobilier, exploité en hôtel et...                             "," 11,20 ",                             stains (Ile-de-france) ,1.339.000,https://www.labonnepierre.com/fr/local-commercial/nord-ouest/118331-ensemble-immobilier-exploite-en-hotel-et-cafe.html
142,                                 Immeuble de Rapport avec GROS TRAVAUX                             ," 11,20 ",                             Roubaix (Nord-pas-de-calais) ,150.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/118026-immeuble-de-rapport-avec-gros-travaux.html
143,                                 LOCAL COMMERCIAL+grand appartement                             ," 11,18 ",                             piennes (Lorraine) ,132.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/103212-local-commercial-grand-appartement.html
144,"                                 En plein cœur de la ville de Tulle, T2                             "," 11,18 ",                             Tulle (Limousin) ,44.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/99528-en-plein-coeur-de-la-ville-de-tulle-t2.html
145,                                 Bel immeuble rénové de 5 appartements                             ," 11,16 ",                             Sainte-Marie-aux-Mines (Alsace) ,258.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/118361-bel-immeuble-renove-de-5-appartements.html
146,"                                 A Epinay sur Seine,  loué 1200                             "," 11,16 ",                             epinay sur seine (Ile-de-france) ,129.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121899-a-epinay-sur-seine-loue-1200.html
147,"                                 Lot immobilier spécial investisseur,                             "," 11,13 ",                             Saint-Jean-de-Losne (Bourgogne) ,227.500,https://www.labonnepierre.com/fr/immeuble/nord-ouest/100896-lot-immobilier-special-investisseur.html
148,"                                 Idéal investisseur, joli P3                             "," 11,13 ",                             Nîmes (Languedoc-roussillon) ,55.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/100273-ideal-investisseur-joli-p3.html
149,"                                 MONTPELLIER Ouest, Idéal Investisseur                             "," 11,09 ",                             MONTPELLIER (Languedoc-roussillon) ,53.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/122653-montpellier-ouest-ideal-investisseur.html
150,"                                 Cévennes, Gard, Vente Immeuble                             "," 11,09 ",                             Le Vigan (Languedoc-roussillon) ,119.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117280-cevennes-gard-vente-immeuble.html
151,                                 MMEUBLE DE RAPPORT à Noyelles                             ," 11,08 ",                             Noyelles-sous-Lens (Nord-pas-de-calais) ,130.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/103888-mmeuble-de-rapport-a-noyelles.html
152,                                 MONTELIMAR - RENTABILITE DE 11.5%                             ," 11,07 ",                             montelimar (Rhone-alpes) ,375.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/121847-montelimar-rentabilite-de-11-5.html
153,"                                 Marseille 4e, Bureaux professionnels                             "," 11,07 ",                             Marseille 4eme arrondissement (Provence-alpes-cote d'azur) ,950.000,https://www.labonnepierre.com/fr/bureau/nord-ouest/97108-marseille-4e-bureaux-professionnels.html
154,                                 Montpellier Ouest - Idéal investisseur.                             ," 11,02 ",                             MONTPELLIER (Languedoc-roussillon) ,49.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/118089-montpellier-ouest-ideal-investisseur.html
155,                                 Mirail-Université                             ," 11,01 ",                             toulouse (Midi-pyrenees) ,52.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/77868-mirail-universite.html
156,                                 PROCHE CENTRE VILLE - AU CALME IMMEUBLE DE...                             ," 11,00 ",                             thann (Alsace) ,420.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/108711-proche-centre-ville-au-calme-immeuble-de-rapport.html
157,                                 Appartement loué 270 euros                             ," 10,98 ",                             gray (Franche-comte) ,29.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/120904-appartement-loue-270-euros.html
158,                                 Rapport locatif : 17.460EUR                             ," 10,98 ",                             maubert fontaine (Champagne-ardenne) ,159.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/110838-rapport-locatif-17-460eur.html
159,                                 3 studios situés dans un immeuble                             ," 10,97 ",                             Saint-Nazaire (Pays de la loire) ,99.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/119908-3-studios-situes-dans-un-immeuble.html
160,                                 3 studios situés dans un immeuble                             ," 10,97 ",                             Saint-Nazaire (Pays de la loire) ,99.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/120251-3-studios-situes-dans-un-immeuble.html
161,                                 studio loué pour un investissement locatif...                             ," 10,97 ",                             CHALETTE SUR LOING (Centre) ,35.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121809-studio-loue-pour-un-investissement-locatif-sans-risques.html
162,                                 Immeuble de rapport PARTIELLEMENT LOUE                             ," 10,93 ",                             herepian (Languedoc-roussillon) ,127.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/109320-immeuble-de-rapport-partiellement-loue.html
163,"                                 Proximité de la place Gambetta, maison de...                             "," 10,91 ",                             DENAIN (Nord-pas-de-calais) ,55.000,https://www.labonnepierre.com/fr/maison/nord-ouest/85928-proximite-de-la-place-gambetta-maison-de-ville-renovee.html
164,                                 Au coeur du centre-ville  lumineux studio                             ," 10,91 ",                             perpignan (Languedoc-roussillon) ,38.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/83794-au-coeur-du-centre-ville-lumineux-studio.html
